t,dmm_c,r_ohm
1689448468.2546115,38.2542,1.000009416E+03
1689448469.2662451,38.2542,1.000009400E+03
1689448470.2776594,38.2542,1.000009181E+03
1689448471.288736,38.2542,1.000009017E+03
1689448472.2997575,38.2542,1.000009377E+03
1689448473.310708,38.2542,1.000009330E+03
1689448474.3217072,38.2542,1.000009276E+03
1689448475.3327506,38.2542,1.000009197E+03
1689448476.3443406,38.2542,1.000009160E+03
1689448477.3567104,38.2542,1.000009376E+03
1689448478.367993,38.2542,1.000009082E+03
1689448479.3795733,38.2542,1.000009230E+03
1689448480.3910792,38.2542,1.000009327E+03
1689448481.4020813,38.2542,1.000009328E+03
1689448482.4131756,38.2542,1.000009279E+03
1689448483.4245615,38.2542,1.000009171E+03
1689448484.436206,38.2542,1.000009301E+03
1689448485.447964,38.2542,1.000009388E+03
1689448486.4596689,38.2542,1.000009400E+03
1689448487.4721014,38.2542,1.000009232E+03
1689448488.4833596,38.2542,1.000009203E+03
1689448489.4944382,38.2542,1.000009392E+03
1689448490.5055037,38.254,1.000009355E+03
1689448491.516506,38.254,1.000009036E+03
1689448492.527431,38.254,1.000009445E+03
1689448493.538449,38.254,1.000009241E+03
1689448494.5496404,38.254,1.000009358E+03
1689448495.560807,38.254,1.000009342E+03
1689448496.5720413,38.254,1.000009494E+03
1689448497.5837238,38.254,1.000009416E+03
1689448498.594756,38.2539,1.000009375E+03
1689448499.6056528,38.2539,1.000009111E+03
1689448500.6167772,38.2539,1.000009317E+03
1689448501.627933,38.2539,1.000009242E+03
1689448502.6394491,38.2539,1.000009279E+03
1689448503.651159,38.2539,1.000009186E+03
1689448504.6629188,38.2539,1.000009240E+03
1689448505.6740458,38.2539,1.000009453E+03
1689448506.6850326,38.2541,1.000009032E+03
1689448507.6968505,38.2541,1.000009198E+03
1689448508.7080777,38.2541,1.000009436E+03
1689448509.7199519,38.2541,1.000009375E+03
1689448510.731244,38.2541,1.000009447E+03
1689448511.7420964,38.2541,1.000009380E+03
1689448512.7531357,38.2541,1.000009214E+03
1689448513.7643466,38.2541,1.000009573E+03
1689448514.775359,38.2541,1.000009267E+03
1689448515.7871573,38.2541,1.000009622E+03
1689448516.798452,38.2541,1.000009482E+03
1689448517.8098342,38.2541,1.000009691E+03
1689448518.8213766,38.2541,1.000009638E+03
1689448519.8326085,38.2541,1.000009552E+03
1689448520.8442814,38.2541,1.000009456E+03
1689448521.8559105,38.2541,1.000009531E+03
1689448522.8682778,38.2541,1.000009701E+03
1689448523.8800187,38.2541,1.000009751E+03
1689448524.891754,38.2541,1.000009746E+03
1689448525.9027367,38.2541,1.000009788E+03
1689448526.9137938,38.2541,1.000009807E+03
1689448527.9248617,38.2541,1.000009618E+03
1689448528.9359202,38.2541,1.000009681E+03
1689448529.947264,38.2541,1.000009816E+03
1689448530.958847,38.2539,1.000009461E+03
1689448531.9698875,38.2539,1.000009598E+03
1689448532.9809077,38.2539,1.000009832E+03
1689448533.9921122,38.2539,1.000009813E+03
1689448535.003039,38.2539,1.000009890E+03
1689448536.0141451,38.2539,1.000009843E+03
1689448537.0252008,38.2539,1.000009746E+03
1689448538.0365,38.2539,1.000009928E+03
1689448539.048127,38.2546,1.000009696E+03
1689448540.0591066,38.2546,1.000009872E+03
1689448541.0708823,38.2546,1.000009889E+03
1689448542.0824075,38.2546,1.000009844E+03
1689448543.0934248,38.2546,1.000009714E+03
1689448544.1052108,38.2546,1.000009606E+03
1689448545.1165116,38.2546,1.000009601E+03
1689448546.1274416,38.2546,1.000009800E+03
1689448547.1389558,38.2543,1.000009599E+03
1689448548.1510074,38.2543,1.000009910E+03
1689448549.1634023,38.2543,1.000009962E+03
1689448550.1747105,38.2543,1.000009752E+03
1689448551.186501,38.2543,1.000009719E+03
1689448552.1977293,38.2543,1.000009847E+03
1689448553.2091796,38.2543,1.000009785E+03
1689448554.221213,38.2543,1.000009857E+03
1689448555.23289,38.2548,1.000009806E+03
1689448556.2439647,38.2548,1.000009727E+03
1689448557.2556345,38.2548,1.000009762E+03
1689448558.2669098,38.2548,1.000009966E+03
1689448559.2779915,38.2548,1.000009952E+03
1689448560.289075,38.2548,1.000009728E+03
1689448561.3001688,38.2548,1.000009807E+03
1689448562.311158,38.2548,1.000009851E+03
1689448563.3223057,38.2548,1.000009786E+03
1689448564.333196,38.2548,1.000009755E+03
1689448565.34411,38.2548,1.000009742E+03
1689448566.3552668,38.2548,1.000009928E+03
1689448567.3669724,38.2548,1.000009790E+03
1689448568.3783026,38.2548,1.000009788E+03
1689448569.390119,38.2548,1.000009942E+03
1689448570.401724,38.2548,1.000009919E+03
1689448571.41338,38.2545,1.000009807E+03
1689448572.424474,38.2545,1.000009559E+03
1689448573.4355257,38.2545,1.000009720E+03
1689448574.4469216,38.2545,1.000009818E+03
1689448575.4586637,38.2545,1.000009643E+03
1689448576.4696803,38.2545,1.000009709E+03
1689448577.4805548,38.2545,1.000009676E+03
1689448578.4915814,38.2545,1.000009678E+03
1689448579.502899,38.2548,1.000009709E+03
1689448580.5137794,38.2548,1.000009570E+03
1689448581.524894,38.2548,1.000009517E+03
1689448582.5365925,38.2548,1.000009811E+03
1689448583.5478177,38.2548,1.000009615E+03
1689448584.5588906,38.2548,1.000009512E+03
1689448585.5706928,38.2548,1.000009470E+03
1689448586.5824075,38.2548,1.000009732E+03
1689448587.5940833,38.2553,1.000009561E+03
1689448588.6050854,38.2553,1.000009467E+03
1689448589.6160672,38.2553,1.000009718E+03
1689448590.6271086,38.2553,1.000009624E+03
1689448591.638037,38.2553,1.000009596E+03
1689448592.6492138,38.2553,1.000009440E+03
1689448593.660317,38.2553,1.000009510E+03
1689448594.671331,38.2553,1.000009591E+03
1689448595.682857,38.2561,1.000009687E+03
1689448596.6948142,38.2561,1.000009582E+03
1689448597.7063882,38.2561,1.000009583E+03
1689448598.717504,38.2561,1.000009597E+03
1689448599.7290723,38.2561,1.000009720E+03
1689448600.7409294,38.2561,1.000009774E+03
1689448601.752664,38.2561,1.000009739E+03
1689448602.7641828,38.2561,1.000009874E+03
1689448603.7756782,38.2563,1.000009681E+03
1689448604.7865732,38.2563,1.000009666E+03
1689448605.7979774,38.2563,1.000009675E+03
1689448606.8088486,38.2563,1.000009844E+03
1689448607.8199084,38.2563,1.000009684E+03
1689448608.8313992,38.2563,1.000009678E+03
1689448609.8433464,38.2563,1.000009740E+03
1689448610.8549502,38.2563,1.000009708E+03
1689448611.8660345,38.2571,1.000009486E+03
1689448612.87779,38.2571,1.000009417E+03
1689448613.8891206,38.2571,1.000009555E+03
1689448614.9001641,38.2571,1.000009751E+03
1689448615.9120011,38.2571,1.000009797E+03
1689448616.923382,38.2571,1.000009737E+03
1689448617.9340875,38.2571,1.000009798E+03
1689448618.9452956,38.2571,1.000009762E+03
1689448619.9563901,38.2577,1.000009767E+03
1689448620.9673471,38.2577,1.000009657E+03
1689448621.9784498,38.2577,1.000009696E+03
1689448622.9894197,38.2577,1.000009956E+03
1689448624.0004027,38.2577,1.000009841E+03
1689448625.011578,38.2577,1.000009935E+03
1689448626.0226448,38.2577,1.000009822E+03
1689448627.0336103,38.2577,1.000009881E+03
1689448628.0445917,38.2585,1.000009722E+03
1689448629.055676,38.2585,1.000009881E+03
1689448630.0666301,38.2585,1.000009862E+03
1689448631.0785308,38.2585,1.000009977E+03
1689448632.0898054,38.2585,1.000009948E+03
1689448633.1008499,38.2585,1.000009974E+03
1689448634.1126316,38.2585,1.000009850E+03
1689448635.1246114,38.2585,1.000009918E+03
1689448636.1358848,38.2595,1.000009976E+03
1689448637.147737,38.2595,1.000010012E+03
1689448638.1597762,38.2595,1.000009869E+03
1689448639.170995,38.2595,1.000010088E+03
1689448640.1825354,38.2595,1.000009862E+03
1689448641.19414,38.2595,1.000009890E+03
1689448642.2050235,38.2595,1.000009890E+03
1689448643.216303,38.2595,1.000009956E+03
1689448644.227263,38.2603,1.000009939E+03
1689448645.238326,38.2603,1.000010071E+03
1689448646.24935,38.2603,1.000010111E+03
1689448647.2604187,38.2603,1.000010293E+03
1689448648.2714317,38.2603,1.000010186E+03
1689448649.2823405,38.2603,1.000010106E+03
1689448650.2935781,38.2603,1.000010053E+03
1689448651.3043618,38.2603,1.000010239E+03
1689448652.3155951,38.2613,1.000010111E+03
1689448653.3265722,38.2613,1.000010075E+03
1689448654.3375685,38.2613,1.000010128E+03
1689448655.3486788,38.2613,1.000010218E+03
1689448656.3597376,38.2613,1.000010016E+03
1689448657.3706212,38.2613,1.000010028E+03
1689448658.381566,38.2613,1.000010096E+03
1689448659.3927622,38.2613,1.000010117E+03
1689448660.4038758,38.2622,1.000009905E+03
1689448661.4149103,38.2622,1.000010091E+03
1689448662.425949,38.2622,1.000009994E+03
1689448663.436987,38.2622,1.000010193E+03
1689448664.447923,38.2622,1.000009950E+03
1689448665.4590003,38.2622,1.000009927E+03
1689448666.4709048,38.2622,1.000010079E+03
1689448667.482143,38.2622,1.000009990E+03
1689448668.4930282,38.2633,1.000010142E+03
1689448669.5045834,38.2633,1.000009850E+03
1689448670.5168715,38.2633,1.000009982E+03
1689448671.5289416,38.2633,1.000010075E+03
1689448672.5402591,38.2633,1.000009982E+03
1689448673.5513837,38.2633,1.000010019E+03
1689448674.5623856,38.2633,1.000010045E+03
1689448675.5733151,38.2633,1.000009972E+03
1689448676.5843406,38.2644,1.000009928E+03
1689448677.5955493,38.2644,1.000010027E+03
1689448678.6064746,38.2644,1.000010050E+03
1689448679.617579,38.2644,1.000010034E+03
1689448680.6285279,38.2644,1.000009850E+03
1689448681.6403775,38.2644,1.000010071E+03
1689448682.6515794,38.2644,1.000009780E+03
1689448683.662748,38.2644,1.000010144E+03
1689448684.6737237,38.2655,1.000009939E+03
1689448685.6848857,38.2655,1.000009880E+03
1689448686.6964417,38.2655,1.000010018E+03
1689448687.7086463,38.2655,1.000010128E+03
1689448688.7198348,38.2655,1.000009934E+03
1689448689.7316127,38.2655,1.000010085E+03
1689448690.7433584,38.2655,1.000010144E+03
1689448691.7550428,38.2655,1.000010183E+03
1689448692.7660565,38.2662,1.000009948E+03
1689448693.7769604,38.2662,1.000009903E+03
1689448694.7880583,38.2662,1.000009742E+03
1689448695.7989657,38.2662,1.000009801E+03
1689448696.81004,38.2662,1.000009754E+03
1689448697.821257,38.2662,1.000009845E+03
1689448698.8324277,38.2662,1.000009924E+03
1689448699.843195,38.2662,1.000009992E+03
1689448700.854277,38.267,1.000009889E+03
1689448701.8653357,38.267,1.000009889E+03
1689448702.8763442,38.267,1.000009927E+03
1689448703.8873482,38.267,1.000009980E+03
1689448704.8984497,38.267,1.000009798E+03
1689448705.9095054,38.267,1.000009894E+03
1689448706.9209313,38.267,1.000009873E+03
1689448707.9325852,38.267,1.000010022E+03
1689448708.9438574,38.2682,1.000009897E+03
1689448709.9556587,38.2682,1.000009784E+03
1689448710.9667609,38.2682,1.000009816E+03
1689448711.977728,38.2682,1.000009814E+03
1689448712.9888644,38.2682,1.000009817E+03
1689448713.9997036,38.2682,1.000009847E+03
1689448715.0107155,38.2682,1.000009791E+03
1689448716.0217612,38.2682,1.000009651E+03
1689448717.0328007,38.2692,1.000009868E+03
1689448718.0439403,38.2692,1.000009742E+03
1689448719.0550508,38.2692,1.000009904E+03
1689448720.0667195,38.2692,1.000009796E+03
1689448721.0784776,38.2692,1.000009829E+03
1689448722.0904822,38.2692,1.000009812E+03
1689448723.1020808,38.2692,1.000009728E+03
1689448724.1133368,38.2692,1.000009829E+03
1689448725.124279,38.2705,1.000009810E+03
1689448726.1353567,38.2705,1.000009596E+03
1689448727.146452,38.2705,1.000009712E+03
1689448728.1573956,38.2705,1.000009658E+03
1689448729.1683648,38.2705,1.000009841E+03
1689448730.1794348,38.2705,1.000009631E+03
1689448731.190811,38.2705,1.000009756E+03
1689448732.2025564,38.2705,1.000009794E+03
1689448733.2139277,38.2715,1.000009691E+03
1689448734.2258074,38.2715,1.000009709E+03
1689448735.2376087,38.2715,1.000009912E+03
1689448736.248709,38.2715,1.000010024E+03
1689448737.2604954,38.2715,1.000009840E+03
1689448738.2717886,38.2715,1.000009666E+03
1689448739.2827919,38.2715,1.000009772E+03
1689448740.2938583,38.2715,1.000009606E+03
1689448741.304711,38.2729,1.000009765E+03
1689448742.31582,38.2729,1.000009717E+03
1689448743.327039,38.2729,1.000009635E+03
1689448744.3380437,38.2729,1.000009584E+03
1689448745.3490667,38.2729,1.000009432E+03
1689448746.3600872,38.2729,1.000009528E+03
1689448747.3716655,38.2729,1.000009632E+03
1689448748.3830216,38.2729,1.000009553E+03
1689448749.394114,38.2739,1.000009562E+03
1689448750.4052258,38.2739,1.000009460E+03
1689448751.4161687,38.2739,1.000009294E+03
1689448752.427243,38.2739,1.000009507E+03
1689448753.4382305,38.2739,1.000009331E+03
1689448754.4492326,38.2739,1.000009331E+03
1689448755.46032,38.2739,1.000009476E+03
1689448756.471406,38.2739,1.000009471E+03
1689448757.4824753,38.2753,1.000009555E+03
1689448758.4934216,38.2753,1.000009462E+03
1689448759.504564,38.2753,1.000009476E+03
1689448760.515523,38.2753,1.000009593E+03
1689448761.5264778,38.2753,1.000009450E+03
1689448762.5376687,38.2753,1.000009549E+03
1689448763.5487,38.2753,1.000009507E+03
1689448764.5601451,38.2753,1.000009385E+03
1689448765.5718215,38.276,1.000009474E+03
1689448766.5827844,38.276,1.000009498E+03
1689448767.5937726,38.276,1.000009640E+03
1689448768.6047883,38.276,1.000009661E+03
1689448769.616249,38.276,1.000009594E+03
1689448770.6279504,38.276,1.000009502E+03
1689448771.6390307,38.276,1.000009592E+03
1689448772.6506238,38.276,1.000009456E+03
1689448773.6624153,38.2768,1.000009531E+03
1689448774.6740816,38.2768,1.000009446E+03
1689448775.6851459,38.2768,1.000009571E+03
1689448776.6967442,38.2768,1.000009749E+03
1689448777.7085624,38.2768,1.000009679E+03
1689448778.7205987,38.2768,1.000009612E+03
1689448779.7322874,38.2768,1.000009682E+03
1689448780.7433002,38.2768,1.000009733E+03
1689448781.7543905,38.2781,1.000009548E+03
1689448782.765356,38.2781,1.000009761E+03
1689448783.776395,38.2781,1.000009672E+03
1689448784.7874987,38.2781,1.000009726E+03
1689448785.7994764,38.2781,1.000009730E+03
1689448786.81056,38.2781,1.000009749E+03
1689448787.8215244,38.2781,1.000009775E+03
1689448788.8326237,38.2781,1.000009908E+03
1689448789.8439794,38.279,1.000009799E+03
1689448790.8558545,38.279,1.000009663E+03
1689448791.8667634,38.279,1.000009787E+03
1689448792.8777428,38.279,1.000009729E+03
1689448793.8887768,38.279,1.000009537E+03
1689448794.9003208,38.279,1.000009533E+03
1689448795.9121156,38.279,1.000009729E+03
1689448796.922955,38.279,1.000009677E+03
1689448797.9339914,38.2797,1.000009670E+03
1689448798.9450061,38.2797,1.000009657E+03
1689448799.9559414,38.2797,1.000009805E+03
1689448800.9671438,38.2797,1.000009847E+03
1689448801.9781325,38.2797,1.000009599E+03
1689448802.9899216,38.2797,1.000009571E+03
1689448804.0012405,38.2797,1.000009753E+03
1689448805.0123339,38.2797,1.000009767E+03
1689448806.0232399,38.2811,1.000009568E+03
1689448807.0342941,38.2811,1.000009567E+03
1689448808.0453258,38.2811,1.000009700E+03
1689448809.056421,38.2811,1.000009745E+03
1689448810.067486,38.2811,1.000009546E+03
1689448811.078441,38.2811,1.000009670E+03
1689448812.0895526,38.2811,1.000009755E+03
1689448813.101451,38.2811,1.000009717E+03
1689448814.1126347,38.2823,1.000009579E+03
1689448815.1235878,38.2823,1.000009770E+03
1689448816.1346807,38.2823,1.000009791E+03
1689448817.1457222,38.2823,1.000009822E+03
1689448818.157217,38.2823,1.000009735E+03
1689448819.16873,38.2823,1.000009740E+03
1689448820.1797469,38.2823,1.000009665E+03
1689448821.1909666,38.2823,1.000009873E+03
1689448822.2021701,38.2834,1.000009642E+03
1689448823.213968,38.2834,1.000009509E+03
1689448824.2248914,38.2834,1.000009562E+03
1689448825.2359612,38.2834,1.000009558E+03
1689448826.2469418,38.2834,1.000009549E+03
1689448827.2580473,38.2834,1.000009457E+03
1689448828.2691696,38.2834,1.000009460E+03
1689448829.2801394,38.2834,1.000009506E+03
1689448830.2912173,38.2845,1.000009460E+03
1689448831.3022163,38.2845,1.000009384E+03
1689448832.313167,38.2845,1.000009360E+03
1689448833.324208,38.2845,1.000009454E+03
1689448834.3353431,38.2845,1.000009326E+03
1689448835.3463526,38.2845,1.000009260E+03
1689448836.3573718,38.2845,1.000009405E+03
1689448837.3685198,38.2845,1.000009402E+03
1689448838.3796365,38.2857,1.000009335E+03
1689448839.3905227,38.2857,1.000009577E+03
1689448840.4015768,38.2857,1.000009439E+03
1689448841.4128137,38.2857,1.000009591E+03
1689448842.4241889,38.2857,1.000009425E+03
1689448843.436105,38.2857,1.000009327E+03
1689448844.4476724,38.2857,1.000009544E+03
1689448845.4590647,38.2857,1.000009535E+03
1689448846.4698443,38.2871,1.000009287E+03
1689448847.4808302,38.2871,1.000009407E+03
1689448848.4918625,38.2871,1.000009363E+03
1689448849.5029793,38.2871,1.000009559E+03
1689448850.5139258,38.2871,1.000009507E+03
1689448851.5249646,38.2871,1.000009505E+03
1689448852.5359821,38.2871,1.000009356E+03
1689448853.5470197,38.2871,1.000009407E+03
1689448854.558146,38.2884,1.000009274E+03
1689448855.5694828,38.2884,1.000009399E+03
1689448856.5814931,38.2884,1.000009322E+03
1689448857.5932608,38.2884,1.000009527E+03
1689448858.6042309,38.2884,1.000009577E+03
1689448859.6152427,38.2884,1.000009418E+03
1689448860.6263208,38.2884,1.000009373E+03
1689448861.6374197,38.2884,1.000009354E+03
1689448862.6486933,38.2898,1.000009271E+03
1689448863.6595356,38.2898,1.000009276E+03
1689448864.6706223,38.2898,1.000009149E+03
1689448865.681535,38.2898,1.000009472E+03
1689448866.6929235,38.2898,1.000009268E+03
1689448867.7049687,38.2898,1.000009268E+03
1689448868.716676,38.2898,1.000009322E+03
1689448869.7277727,38.2898,1.000009344E+03
1689448870.7393765,38.2907,1.000009238E+03
1689448871.7507226,38.2907,1.000009129E+03
1689448872.7618449,38.2907,1.000009371E+03
1689448873.7730114,38.2907,1.000009605E+03
1689448874.7839425,38.2907,1.000009276E+03
1689448875.7953773,38.2907,1.000009397E+03
1689448876.807012,38.2907,1.000009385E+03
1689448877.8179457,38.2907,1.000009519E+03
1689448878.8289545,38.2917,1.000009449E+03
1689448879.84016,38.2917,1.000009306E+03
1689448880.851201,38.2917,1.000009454E+03
1689448881.8621347,38.2917,1.000009470E+03
1689448882.8732283,38.2917,1.000009419E+03
1689448883.884298,38.2917,1.000009355E+03
1689448884.8952458,38.2917,1.000009454E+03
1689448885.9064395,38.2917,1.000009558E+03
1689448886.9174435,38.2932,1.000009456E+03
1689448887.9284961,38.2932,1.000009500E+03
1689448888.9397292,38.2932,1.000009577E+03
1689448889.9521406,38.2932,1.000009743E+03
1689448890.9634595,38.2932,1.000009449E+03
1689448891.9748402,38.2932,1.000009295E+03
1689448892.98653,38.2932,1.000009537E+03
1689448893.9976666,38.2932,1.000009341E+03
1689448895.0086536,38.2945,1.000009386E+03
1689448896.0196562,38.2945,1.000009254E+03
1689448897.0305994,38.2945,1.000009319E+03
1689448898.0416725,38.2945,1.000009480E+03
1689448899.0527923,38.2945,1.000009176E+03
1689448900.0638225,38.2945,1.000009219E+03
1689448901.0749109,38.2945,1.000009344E+03
1689448902.0859807,38.2945,1.000009391E+03
1689448903.0970237,38.2948,1.000009270E+03
1689448904.1080568,38.2948,1.000009375E+03
1689448905.1189485,38.2948,1.000009394E+03
1689448906.1299663,38.2948,1.000009312E+03
1689448907.1414523,38.2948,1.000009338E+03
1689448908.1540263,38.2948,1.000009329E+03
1689448909.1653342,38.2948,1.000009396E+03
1689448910.1763327,38.2948,1.000009310E+03
1689448911.187355,38.2955,1.000009189E+03
1689448912.198322,38.2955,1.000009282E+03
1689448913.2093837,38.2955,1.000009366E+03
1689448914.2205322,38.2955,1.000009464E+03
1689448915.2321043,38.2955,1.000009203E+03
1689448916.2435527,38.2955,1.000009216E+03
1689448917.2545202,38.2955,1.000009256E+03
1689448918.2666318,38.2955,1.000009158E+03
1689448919.2776089,38.2954,1.000009091E+03
1689448920.288883,38.2954,1.000009078E+03
1689448921.3005972,38.2954,1.000009248E+03
1689448922.311657,38.2954,1.000009401E+03
1689448923.3226821,38.2954,1.000009300E+03
1689448924.3337142,38.2954,1.000009174E+03
1689448925.3448277,38.2954,1.000009148E+03
1689448926.356026,38.2954,1.000009300E+03
1689448927.3674874,38.2958,1.000009377E+03
1689448928.3790224,38.2958,1.000009311E+03
1689448929.3900774,38.2958,1.000009328E+03
1689448930.4010403,38.2958,1.000009433E+03
1689448931.4119923,38.2958,1.000009166E+03
1689448932.4232059,38.2958,1.000009306E+03
1689448933.434552,38.2958,1.000009294E+03
1689448934.4466963,38.2958,1.000009239E+03
1689448935.4581146,38.296,1.000009363E+03
1689448936.4691486,38.296,1.000009484E+03
1689448937.480364,38.296,1.000009494E+03
1689448938.4914153,38.296,1.000009598E+03
1689448939.5024405,38.296,1.000009377E+03
1689448940.5140452,38.296,1.000009542E+03
1689448941.5254023,38.296,1.000009500E+03
1689448942.5364318,38.296,1.000009494E+03
1689448943.5474498,38.2962,1.000009454E+03
1689448944.5585723,38.2962,1.000009541E+03
1689448945.5696259,38.2962,1.000009553E+03
1689448946.5807095,38.2962,1.000009356E+03
1689448947.5917423,38.2962,1.000009368E+03
1689448948.6027112,38.2962,1.000009277E+03
1689448949.613698,38.2962,1.000009323E+03
1689448950.6246612,38.2962,1.000009261E+03
1689448951.635809,38.2967,1.000009169E+03
1689448952.6469858,38.2967,1.000009379E+03
1689448953.6582296,38.2967,1.000009372E+03
1689448954.6699867,38.2967,1.000009370E+03
1689448955.6813986,38.2967,1.000009317E+03
1689448956.6933444,38.2967,1.000009258E+03
1689448957.7053587,38.2967,1.000009373E+03
1689448958.7171657,38.2967,1.000009340E+03
1689448959.7284513,38.2969,1.000009274E+03
1689448960.740479,38.2969,1.000009352E+03
1689448961.752261,38.2969,1.000009404E+03
1689448962.7631629,38.2969,1.000009354E+03
1689448963.774386,38.2969,1.000009184E+03
1689448964.7852619,38.2969,1.000009195E+03
1689448965.7964132,38.2969,1.000009224E+03
1689448966.8074756,38.2969,1.000009074E+03
1689448967.818465,38.2973,1.000008967E+03
1689448968.8293853,38.2973,1.000009120E+03
1689448969.8404295,38.2973,1.000009136E+03
1689448970.8514607,38.2973,1.000009230E+03
1689448971.8627155,38.2973,1.000009095E+03
1689448972.8737257,38.2973,1.000009067E+03
1689448973.8846786,38.2973,1.000009078E+03
1689448974.895686,38.2973,1.000009190E+03
1689448975.9066117,38.2974,1.000009272E+03
1689448976.9177043,38.2974,1.000009195E+03
1689448977.9288538,38.2974,1.000009382E+03
1689448978.9397957,38.2974,1.000009452E+03
1689448979.9509208,38.2974,1.000009336E+03
1689448980.9619312,38.2974,1.000009160E+03
1689448981.972966,38.2974,1.000009385E+03
1689448982.9839184,38.2974,1.000009389E+03
1689448983.9950297,38.2975,1.000009335E+03
1689448985.0060413,38.2975,1.000009421E+03
1689448986.0174305,38.2975,1.000009526E+03
1689448987.0291786,38.2975,1.000009542E+03
1689448988.0401556,38.2975,1.000009339E+03
1689448989.051156,38.2975,1.000009343E+03
1689448990.0621998,38.2975,1.000009481E+03
1689448991.0733573,38.2975,1.000009392E+03
1689448992.0843372,38.2978,1.000009316E+03
1689448993.095323,38.2978,1.000009107E+03
1689448994.1064599,38.2978,1.000009145E+03
1689448995.11746,38.2978,1.000009329E+03
1689448996.1284993,38.2978,1.000009414E+03
1689448997.139558,38.2978,1.000009374E+03
1689448998.1505358,38.2978,1.000009449E+03
1689448999.161668,38.2978,1.000009379E+03
1689449000.1726508,38.2981,1.000009185E+03
1689449001.1836,38.2981,1.000009291E+03
1689449002.1946151,38.2981,1.000009333E+03
1689449003.20583,38.2981,1.000009534E+03
1689449004.216822,38.2981,1.000009332E+03
1689449005.2279298,38.2981,1.000009330E+03
1689449006.2389336,38.2981,1.000009472E+03
1689449007.2499037,38.2981,1.000009400E+03
1689449008.261033,38.2979,1.000009234E+03
1689449009.2720404,38.2979,1.000009372E+03
1689449010.2830157,38.2979,1.000009226E+03
1689449011.2941453,38.2979,1.000009355E+03
1689449012.305131,38.2979,1.000009115E+03
1689449013.3160942,38.2979,1.000009234E+03
1689449014.3271852,38.2979,1.000009138E+03
1689449015.3382652,38.2979,1.000009331E+03
1689449016.3492563,38.298,1.000009112E+03
1689449017.3603108,38.298,1.000009168E+03
1689449018.371319,38.298,1.000009017E+03
1689449019.3823783,38.298,1.000009449E+03
1689449020.3935144,38.298,1.000009107E+03
1689449021.4044044,38.298,1.000009194E+03
1689449022.415406,38.298,1.000009051E+03
1689449023.4265437,38.298,1.000009117E+03
1689449024.4378762,38.2983,1.000009105E+03
1689449025.4496477,38.2983,1.000009048E+03
1689449026.4606998,38.2983,1.000009126E+03
1689449027.4717011,38.2983,1.000009413E+03
1689449028.4826581,38.2983,1.000009195E+03
1689449029.4938428,38.2983,1.000009205E+03
1689449030.5048747,38.2983,1.000009432E+03
1689449031.5164616,38.2983,1.000009413E+03
1689449032.5279343,38.2983,1.000009076E+03
1689449033.5389836,38.2983,1.000009235E+03
1689449034.5499108,38.2983,1.000009127E+03
1689449035.5617642,38.2983,1.000009078E+03
1689449036.573153,38.2983,1.000009059E+03
1689449037.584148,38.2983,1.000009123E+03
1689449038.5951672,38.2983,1.000009013E+03
1689449039.6071665,38.2983,1.000009061E+03
1689449040.6181188,38.2986,1.000009055E+03
1689449041.6292913,38.2986,1.000009066E+03
1689449042.640365,38.2986,1.000009099E+03
1689449043.6514475,38.2986,1.000009004E+03
1689449044.6633859,38.2986,1.000008870E+03
1689449045.6744728,38.2986,1.000008730E+03
1689449046.6853824,38.2986,1.000008835E+03
1689449047.6965451,38.2986,1.000008907E+03
1689449048.7075493,38.2986,1.000008761E+03
1689449049.718594,38.2986,1.000008810E+03
1689449050.7296336,38.2986,1.000008921E+03
1689449051.7411282,38.2986,1.000009020E+03
1689449052.7525675,38.2986,1.000008812E+03
1689449053.7636435,38.2986,1.000008842E+03
1689449054.7748106,38.2986,1.000008791E+03
1689449055.7858558,38.2986,1.000008796E+03
1689449056.7972035,38.2983,1.000008831E+03
1689449057.8088856,38.2983,1.000009015E+03
1689449058.819909,38.2983,1.000009073E+03
1689449059.830911,38.2983,1.000008909E+03
1689449060.8420284,38.2983,1.000008881E+03
1689449061.853501,38.2983,1.000008813E+03
1689449062.8650186,38.2983,1.000008842E+03
1689449063.8761482,38.2983,1.000008904E+03
1689449064.8871477,38.2982,1.000008839E+03
1689449065.898129,38.2982,1.000009089E+03
1689449066.909179,38.2982,1.000009042E+03
1689449067.9202647,38.2982,1.000009075E+03
1689449068.9313884,38.2982,1.000008923E+03
1689449069.9423935,38.2982,1.000008810E+03
1689449070.9538686,38.2982,1.000009030E+03
1689449071.965744,38.2982,1.000008967E+03
1689449072.9773798,38.2982,1.000008836E+03
1689449073.9888356,38.2982,1.000009006E+03
1689449075.0008526,38.2982,1.000008896E+03
1689449076.0126188,38.2982,1.000009076E+03
1689449077.024265,38.2982,1.000009162E+03
1689449078.0356467,38.2982,1.000009062E+03
1689449079.0466113,38.2982,1.000008936E+03
1689449080.0576181,38.2982,1.000008891E+03
1689449081.0690892,38.298,1.000008891E+03
1689449082.0809681,38.298,1.000009127E+03
1689449083.0918581,38.298,1.000009159E+03
1689449084.1029665,38.298,1.000009150E+03
1689449085.1140153,38.298,1.000009044E+03
1689449086.124898,38.298,1.000009065E+03
1689449087.135868,38.298,1.000009145E+03
1689449088.1470268,38.298,1.000008961E+03
1689449089.15816,38.2976,1.000008807E+03
1689449090.169144,38.2976,1.000008928E+03
